"","user_id","book_id","review_id","rating","review_text","date_added","date_updated","read_at","started_at","n_votes","n_comments","has_spoiler"
"4866","9ece969fdfbcea1d659cadfd329020a8",11387515,"8e4035f8f944c8d6fcdfec845e520ac1",5,"Since I've become a children's librarian, I've been reading more j fic and I must say Wonder is one of the best I've read in a while, quite a step up from Diary of a Wimpy Kid (although that book has its place and even gets a shout out in this book). 
 The story is told first by August, also know to his family by the name of Auggie, a boy who has a facial deformity that he's had since birth. Life's about to change drastically for August because this year instead of being home schooled he's off to the public school to start 5th grade. August tells us the first part of the story and then the story is taken up by other characters who illuminate their own participation in August's life. I know some reviewers here thought some of these points of view didn't advance the story but I have to disagree. I liked hearing about those other character's opinions and how they viewed August. I thought it gave the story more punch. 
 It's a moving story because we come to realize that even though August is physically different, fundamentally he's the same as every other 5th grader. It's heartening to see people learn this lesson. It's a lesson worth learning for everyone when we come across people who are different from us. 
 I think this is a book that anyone could or should read but especially middle/high schoolers. They'll be able to relate to every character in the book and the situations presented.","Fri Nov 29 09:38:19 -0800 2013","Fri Dec 06 07:39:54 -0800 2013","Thu Dec 05 00:00:00 -0800 2013","Fri Nov 29 00:00:00 -0800 2013",0,0,""
"5292","e247f7560c973628c759e06c1f9dc702",11387515,"4decd7b58f24f98b3ab4486ee153a854",5,"Loved it! I simply could not put this book down, I read it in one day. And when I finally finished it, I literally held it up to my chest and hugged it.","Fri Jan 20 08:08:22 -0800 2017","Sun Apr 02 17:49:41 -0700 2017","Sun Apr 02 00:00:00 -0700 2017","Sat Apr 01 00:00:00 -0700 2017",0,0,""
"5312","cdf2096ea5bc866bf29cf85570b66275",11387515,"8b4ea828187e87270b4339779a5410eb",5,"A great story of kindness and how it can change the world! I loved getting to know each character as they told the story from their point of view. August is one brave kid and I love his summer precept- ""that everyone should have one standing ovation in their lives"". I couldn't agree more!","Sun May 12 18:26:21 -0700 2013","Sat Oct 12 06:58:29 -0700 2013","Sat Oct 12 06:58:29 -0700 2013","Mon Sep 30 00:00:00 -0700 2013",0,0,""
"5321","22e062dd468f4c68666781d3a5379ddd",11387515,"8ee64583f895a31936a7b4f1214bfa71",5,"We live a world which revolves a great deal on appearances and materials, because of this I really enjoyed being able to read a book which shows us how insignificant these things should be to us and remind us of what is really important. 
 We tend to criticize those who are different and not classified as 'normal' because we aren't open to what we do not know or understand. 
 Wonder lets us empathise with those we don't understand through the points of views in which the story is written in. This is one of the few books which can't help but inspires you and warm your heart. This novel follows the life of August Pullman, a adorable ten year old boy who lives everyday facing the challenge of difference . August, who was unfortunate enough to be born with a facial deformation , must confront his fears of going to school August and all those in his life are breathtakingly beautiful characters who were highly developed and moving to read about. These characters took the readers on a enjoyable journey that I wish did not end -They made this book impossible to dislike. What drew me to August and made him capture my heart was not that he was different but his courage and bravery. That he was able to face his fears even though it was difficult and never gave up, he doesn't wallow in self-pity or choose the easy way out. 
 R.J. Palacio has successfully written a touching story , more than worth the read.","Fri Jul 13 20:43:33 -0700 2012","Sat Jul 28 00:58:43 -0700 2012","Sat Jul 28 00:58:43 -0700 2012","",5,0,"False"
"5789","f9d166ab9038f2ea54dff7c639cc7cd2",11387515,"c3fc3ccb3449afd33c7b954fac462fb1",4,"Really great book that took me way too long to read! I guess that's what comes from this life. 
 Anyway, I thought the idea of looking at a situation from different perspectives was good for this book-I usually find it rather forced and unneeded-but with this it would allow kids to see perspective and how unintended actions can still hurt. 
 I was a bit disappointed about the fact that the antagonist of the novel was put aside so neatly, but it was written for 5th graders, not adults, so I'll cut the author some slack!","Fri Feb 08 07:59:58 -0800 2013","Tue Aug 04 06:14:43 -0700 2015","Tue Mar 05 03:36:03 -0800 2013","Fri Feb 08 00:00:00 -0800 2013",0,1,""
"5920","ed4ecf39b59b9d04ac88cd57566c1135",11387515,"c3e8a50da8d1cffefbf375a06436b6b5",5,"4.5 stars 
 I have tears in my eyes.","Tue Jul 09 06:46:45 -0700 2013","Wed Jul 17 20:48:37 -0700 2013","Wed Jul 17 00:00:00 -0700 2013","Mon Jul 15 00:00:00 -0700 2013",0,0,"False"
"7014","2d43e0a1f7e9c0946fdf7f71fddbf7a8",11387515,"1b940bdc55157b4e2eb3639a7cedd2b8",3,"This is a solid novel that could have used some restraint. Auggie's experience with his appearance is certainly heartbreaking and revealing. The handful of protagonists are far more developed than most middle-grade novels. That being said, this novel can be really, really cheesy, especially towards the ending.","Tue Jan 28 20:48:11 -0800 2014","Sun Feb 21 17:03:26 -0800 2016","Thu Feb 06 00:00:00 -0800 2014","Tue Feb 04 00:00:00 -0800 2014",0,0,""
"7207","df889690c61e3d0ced39614a3b4a07c1",11387515,"4dfd7392a37351f70840f4a081a17db7",5,"My daughter read this a couple years ago and recommended it to me. I couldn't put it down. They say that sometimes fiction can be more true than non-fiction, and this book is a great example. This book is like scripture for the principle that everyone has difficulties, seen and unseen; that people can change for good reason, bad reason, or no reason; that there's good and bad in everyone; that life is a series of challenges that we thrive by overcoming, or learn by succumbing. Truly a beautiful story, accessible to all.","Sun Jun 04 22:38:32 -0700 2017","Thu Jun 08 06:34:30 -0700 2017","Thu Jun 08 06:34:30 -0700 2017","Sun Jun 04 00:00:00 -0700 2017",1,0,""
"8111","50bebbd6534088bcfaa2352a9c9f86a4",11387515,"cdfdfdd6711a383871817d6e3145d6fc",5,"I absolutely loved this book. It is not easy to write about a young person with physical disabilities and allow his voice to come through as a regular kid. This book succeeded beautifully.","Thu Apr 03 09:32:57 -0700 2014","Mon Apr 07 20:57:57 -0700 2014","Sat Apr 05 00:00:00 -0700 2014","Thu Apr 03 00:00:00 -0700 2014",4,0,""
"8278","f9a3d21c44f40ac7a64e6a4b10b30c10",11387515,"9f95725a36d2ce65a7e8c815750f1d3b",4,"So -- let me say this. 
 There are some complaints in negative reviews that the characters in this book all sound alike, and that real life doesn't allow for such fantastical turn-arounds in the hearts and minds of middle schoolers. Maybe they're right. 
 And yet, this is a book to love. It might help to remember that the intended reading audience for the book is probably not me (late thirties, English degree), and odds are it's not you, either. The former middle school teacher in me wants to make this required reading for all middle schoolers, and then open the floor for community discussion. 
 Augie's facial defects are described as extreme, but really, there's an Augie at each school, and one in each grade, each class. That kid who for one reason or another is different and perceived to be so. The one who is teased and yes, bullied--the one who is chosen last for teams or groups, the one who sits alone at lunch and recess. 
 It is human nature to identify these differences, and maybe it's human nature to compare ourselves (with relief... thank goodness we're not like THAT), to draw a comfortable line of separation between ourselves and whatever that difference might be. 
 Overcoming those instincts and growing in wisdom and compassion is a good thing, and thanks to R.J. Palacio and Wonder for reinforcing that lesson.","Tue Nov 18 08:31:08 -0800 2014","Wed Nov 26 11:12:55 -0800 2014","Thu Nov 20 00:00:00 -0800 2014","Tue Nov 18 00:00:00 -0800 2014",0,0,"False"
"8332","025ea7323c9f2861544be09160891fbc",11387515,"2f1f049ea1a1c659553200306e0e1982",5,"Auggie is an endearing boy you'll want in your classroom as a student or classmate. He knows he has a purpose but struggles with the reality that people will judge him before they even get to know him. I loved the way that the author retold the same scenes from the different character's point of view. I would hope my students will all have an ahh haa moment in their own lives when meeting new people as wells as being the new kid. Great addition for the Lone Star list.","Mon Apr 22 12:15:50 -0700 2013","Mon Apr 22 12:18:49 -0700 2013","","",0,0,""
"8814","d69af39d109e26554a2aaaae8038d483",11387515,"82a23b9d51d8da35f4c19ba80a9011f3",5,"Probably the best YA book I've ever read.","Thu Aug 10 14:27:59 -0700 2017","Fri Aug 11 14:59:14 -0700 2017","Fri Aug 11 14:59:14 -0700 2017","Thu Aug 10 14:27:59 -0700 2017",0,0,""
"9099","072805a8dca384239161319a489b31c6",11387515,"e75c0aa7d73323543e64fd383a698745",5,"The kind of book you hug when you finish","Mon Jun 30 07:04:29 -0700 2014","Tue Jul 01 19:19:51 -0700 2014","Tue Jul 01 19:19:32 -0700 2014","Mon Jun 30 00:00:00 -0700 2014",0,0,""
"9860","c4f655f2ed79599a9259d7762313f3f3",11387515,"6577c66b3e53f80b8c1c2c46e03f56af",5,"August was born with several problems, including a cleft lip and palate, that left his face severely disfigured. He is entering 5th grade and attending school for the first time outside of his home. I couldn't help thinking that 5th grade is a pretty rough time to be starting school, even in the best of circumstances. August weathers the social storm and makes friends, and we get to experience it all through his eyes, the eyes of a couple of his friends, his sister, her best friend and her boyfriend. The story is tender and inspiring and well worth the quick read.","Thu May 30 06:16:09 -0700 2013","Thu May 30 06:15:50 -0700 2013","Sat May 04 00:00:00 -0700 2013","",1,0,"False"
"10125","d94d8de2a1220ab5b843040d3e3e92d5",11387515,"e7795c760595c148f782d63f5693cd3b",5,"For about a week before I read this book I was in a reading rut. I had started 4 different books and managed to finish none of them. Nothing appealed to me, nothing made me want to sit down and completely lose track of time while reading. Until Wonder came along. Wonder came across my radar through a NetGalley email. The cover art jumped off the computer screen and then I read the description and was hooked. 
 Each of Palacio's perspectives are so well developed I feel like these are people I actually know. Each character's voice is clear and distinctive. I only wish I could have seen the story through the eyes of one of August's parents (but that would have pulled the book from its middle grades reading level). Palacio does a brilliant job of demonstrating how it isn't always easy to make the right choice. How sometimes we all struggle with making the decision to be kind and empathetic to others. I thought this was going to be a sad, make me cry book but instead it was a joyous, uplifting, make me laugh book(although I did cry once). 
 I appreciated the short chapter formatting of the book. I think that will make it very accessible to reluctant readers. I can't wait to get this book on my library's shelf and start recommending it. 
 Bonus points for quoting Natalie Merchant and great mentions of Diary of a Wimpy Kind, Star Wars, Wizard of Oz, etc.","Wed Feb 15 18:36:39 -0800 2012","Sun Mar 04 18:44:09 -0800 2012","Fri Feb 17 11:52:46 -0800 2012","Wed Feb 15 00:00:00 -0800 2012",2,4,""
"11076","16d9a653cc4009fa30dd7dcead9ee901",11387515,"2b4d854cfd8c9d5afc8f52fe4226cf5a",4,"I loved the lesson this book teaches about having compassion for others. I enjoyed the different perspectives from the characters throughout the book, although I would have liked to have heard from August a little more. Great book for kids (and adults) to read on acceptance/anti-bullying.","Mon Apr 01 10:10:40 -0700 2013","Mon Apr 01 10:13:19 -0700 2013","Wed Mar 27 00:00:00 -0700 2013","",0,0,""
"11692","230ca5b40e729a52912eb49b46670a0a",11387515,"a04c5899b1e8d3e861ac2d47311cf667",5,"My BIL recommended this book and I have to thank him! I laughed; I cried; and now I will strive to ""always to try to be a little kinder than is necessary."". I will also recommend this book to everyone.","Thu Jul 12 03:23:06 -0700 2012","Thu Jul 12 03:28:33 -0700 2012","","",0,0,"False"
"12334","11913636d9d6502eea0b351479ab2df1",11387515,"cbf3b566b457bc19a3a7d258047a7bf6",5,"Words cannot describe how wonderful this book is. Read it. ""always try to be a little kinder than necessary.""","Mon Aug 13 18:12:45 -0700 2012","Wed Aug 15 15:54:29 -0700 2012","","",1,1,""
"12750","5c881d9d261a358963976a25f33c8d6c",11387515,"383e90225028108cdf054be33c291f26",5,"A MUST read for everyone!!! I will definitely be adding this to my read aloud each year.","Wed Jul 09 12:59:45 -0700 2014","Mon Apr 27 20:18:38 -0700 2015","Mon Apr 27 00:00:00 -0700 2015","Tue Feb 17 00:00:00 -0800 2015",1,0,""
"13053","9bf12e6da3a9d3b9da290902659acf6c",11387515,"e4642d5a69eb11dfb77b5485f6084dd5",4,"Loved the characters in this book, especially Auggie's family. It was thought provoking, funny, and sweet. I gave it only 4 stars because it didn't move me at the end like I was hoping for. Great book nonetheless.","Wed Dec 12 11:12:58 -0800 2012","Wed Dec 12 11:17:19 -0800 2012","","",0,0,""
"14494","795ed3fcf5aa6c1a00b75b19abf2e892",11387515,"5c4ef9389f3c712e6418f85cb9fd939d",5,"So I cried multiple times reading this book, heck, I cried within the first 60 pages or so. I read this super quickly as the format of the book is very appealing and makes it an easy read. I adored the characters and loved hearing multiple different viewpoints throughout. This book is very inspiring and uplifting in a way, as it teaches the reader many a valuable lesson. I love a good quote and this book contains many great ones which I will take away with me. Touching, beautifully written and an all round great book recommended to people of all ages. Huge thumbs up from me :)","Wed Jan 01 09:07:30 -0800 2014","Sat Feb 22 19:43:52 -0800 2014","Fri Feb 21 00:00:00 -0800 2014","Thu Feb 20 00:00:00 -0800 2014",0,0,"False"
"15392","3d983191362ae675b495057b07d66184",11387515,"c42752326208aa826bdb3a84b1d3561e",5,"Fantastic! I read this in a day and a half. I loved the variety of perspectives and voices. I would highly recommend it.","Mon Aug 12 14:28:40 -0700 2013","Thu Jun 19 19:30:40 -0700 2014","Thu Jun 19 00:00:00 -0700 2014","Mon Jun 16 00:00:00 -0700 2014",0,0,""
"15437","28f6e251dadcaaeb1dfb5758b182756f",11387515,"66d71ea2ae2726ecac5263def7cdd432",5,"Okay, so can I give this book a thousand stars? ABSOLUTELY BRILLIANT. [?]","Mon Dec 09 19:06:33 -0800 2013","Wed Dec 11 20:54:19 -0800 2013","Thu Dec 12 20:54:19 -0800 2013","Tue Dec 10 00:00:00 -0800 2013",0,1,""
"17088","42a2b2df69cfe3f6861a6797bdf717aa",11387515,"000271a3a83f322ce3d06f8977ef0dc4",5,"Awesome book. Highly recommend!","Wed Aug 31 06:52:43 -0700 2016","Sat Sep 03 17:05:21 -0700 2016","Sat Sep 03 00:00:00 -0700 2016","Wed Aug 31 00:00:00 -0700 2016",2,0,""
"19101","a8ceaad452451fb240556c801ec5f16f",11387515,"3418741047204d3f416cdd21573989e9",4,"I couldn't wait to finish this book so I could pass it on to my nine year old grandson. What does that say about the value of this book? I can see it as the perfect read aloud for a fifth and sixth grade class.","Fri Jan 18 21:34:39 -0800 2013","Fri Jan 18 21:37:15 -0800 2013","","",0,0,""
"19334","db05a80a831fcf55dc8a2dea3fb2ed76",11387515,"38d670874796383be180791e2fd88eef",5,"Wow, *such* a good book! I laughed, I cried, and I absolutely rooted for all the protagonists, especially August, of course. 
 Did not agree with some representations of heaven, but other than that completely and utterly loved this book. Could not recommend it higher.","Fri Sep 12 13:47:12 -0700 2014","Sun May 28 14:31:21 -0700 2017","Fri Feb 06 09:13:33 -0800 2015","Thu Feb 05 00:00:00 -0800 2015",0,0,"False"
"19618","408ad43536dd5340cf6f955fc44f8014",11387515,"fda8ddd313c7bd1160915aa7ed0f6e6a",5,"This book has first-person narrations by Auggie, who has a rare genetic defect that caused severe deformities to his head; his friend Summer, the first person at his new school to befriend him; Via, his older sister; Jack, who was asked to be Auggie's buddy at the beginning of the school year; and Justin, whose family has taught him to look down on those who don't look like they do. Keep a box of tissues handy--the story is by turns insightful, sad, and uplifting. I recommend it as a read-aloud for intermediate grade-school classes, and every school library should have at least one copy of the shelf. Start reading it when you have a lot of free time ahead--you won't want to put it down.","Sun Apr 14 10:41:35 -0700 2013","Sun Apr 14 10:52:14 -0700 2013","Sun Apr 14 10:52:14 -0700 2013","Sat Apr 13 00:00:00 -0700 2013",0,0,""
"19804","0a5ba0fae078e37502100a5684a43e7a",11387515,"3b408a0fbe450514beb480c95f074230",5,"I wanted to give this a four stars but when I got to the very last sentence, a wash of realization hit me. That this book had to be a five star :) 
 This is such an inspiring book and it opens up the heart :') It was a fast pace book, I got really into it. I did tear up, at the same time laughed a LOT :D A great book overall :)","Fri Apr 25 18:37:58 -0700 2014","Wed Apr 19 02:17:01 -0700 2017","Sun Apr 27 08:38:33 -0700 2014","Sat Apr 26 00:00:00 -0700 2014",0,0,"False"
"20217","0914c12e2a852121721c3e53e002a698",11387515,"efb8dd6bd89a52ed1392f6625c064df1",5,"""Wonder"" by R.J Palacio is a fantatic read, and I'm glad I picked it up even though it was meant for younger readers, while I am 17 years old. I wish I had the chance to read this book as a child because It could've taught me an important life lesson. 
 ""Wonder"" is the story of August Pullman, a ten year old who goes to school for the fisrt time after years of being homeschooled. As if that isn't hard enough, August has a very rare facial deformity. August feels like an ordinary kid, and you can certainly agree when you read his thoughts, but his face prevents him from being truly ordianry. 
 I kept wondering what my response would have been had I met a boy like August- smart, kind hearted, brave- could I ignore his appearance and just accept him the way he was? I do know that I will certainly try harder after reading this book. 
 I felt like the characters were very well deveolped and much thought was put into August's character. The story is told through different perspecitves which actually worked great. The only character I didn't like was Via's (August's older sister) boyfriend, but his part didn't ruin it for me. 
 In conculsion, JUST READ IT! No matter how old you are! I'm sure you'll shed a tear at some point while reading this book, and August will find his way to your heart.","Mon Oct 29 07:15:17 -0700 2012","Mon Jun 20 04:37:18 -0700 2016","Fri Nov 02 09:57:10 -0700 2012","Mon Oct 29 00:00:00 -0700 2012",0,0,""
"20289","4d19d308d07706939f1d93047649482d",11387515,"2915a77f74f14bbbaed581d09db88568",4,"Great book for young teens about the struggle to be accepted in life and about being different. 
 Started a little on the boring side, but quickly became interesting and had an ending that will make you smile broadly.","Wed Dec 12 04:35:49 -0800 2012","Wed Dec 12 04:39:34 -0800 2012","Sun Dec 02 00:00:00 -0800 2012","",0,0,""
"20752","14d7d73c0025f3072177c2408db55c98",11387515,"9878c9669cb35802ef6f8565039683f3",5,"Read this on the recommendation of a fifth grade teacher friend, and I'm so glad I did! Loved it!","Wed Oct 02 06:05:05 -0700 2013","Tue Nov 26 17:04:40 -0800 2013","Tue Nov 26 00:00:00 -0800 2013","Mon Nov 25 00:00:00 -0800 2013",1,0,""
"21071","dfb81ea2be5dc5820ddbb5028abfee28",11387515,"f21534c01f8ddf9765d1208beeae791a",5,"I read this book two days ago. I had heard about how amazing it was. And those reviews were absolutely correct Wonder was amazing one of the best books of the year for me.","Sun Dec 30 18:19:24 -0800 2012","Mon Dec 31 12:40:47 -0800 2012","Fri Dec 28 00:00:00 -0800 2012","",0,0,""
"21423","d77795b1f5e1c02a7607af510354d934",11387515,"cb0a4af8a8c189db3cfac43ad1075a12",5,"This is a wonderful story. A quick read that reminded me how much I enjoyed reading young adult novels. Palacio has created a beautiful book--excellent first novel. I would not only recommend it to all young people, but feel any adult would love this book. Congrats to the Vermont Humanities Council for selecting this book for the Vermont Reads program. Get a copy today!","Sun Apr 27 16:26:24 -0700 2014","Fri May 02 05:24:56 -0700 2014","Fri May 02 05:24:56 -0700 2014","Sun Apr 27 00:00:00 -0700 2014",0,0,""
"21564","3e8cb9894961eba86e7da93ca8d8aefe",11387515,"64d7f2d41d66fe1466cd3b90250e7e99",5,"This book was totally worth the hype. I wanted to read it before the movie. I loved it so much I am worried about even seeing the movie for fear it will mess up the story. I really loved that we got various narrators.","Tue Jul 18 20:53:06 -0700 2017","Tue Jul 18 20:57:21 -0700 2017","Mon Jul 17 00:00:00 -0700 2017","Sun Jul 16 00:00:00 -0700 2017",0,0,""
"21574","5ef9702283a5bbd4bfd829214d016d9f",11387515,"92fe32561b3167a37388b271ca2bd7bc",0,"This is one book that just blew me away. The writer clearly knows, loves, and understands kids.","Sat Aug 03 09:24:01 -0700 2013","Thu Dec 11 12:52:09 -0800 2014","Thu Dec 11 12:52:09 -0800 2014","",0,0,""
"22178","046f8d91429fa7c80f4a8dc013bb5631",11387515,"869aebf087e380d524e8dc114c9832ae",5,"This book was beautiful. It was warm, distressing, moving, insightful, and uplifting. Everyone should read it (and that's not something I say about every book that I rate highly). Not only is it well written and engaging, but it has a wonderful perspective. What I really liked was how common the experiences of so many of the characters were in general, including Auggie. Though he is certainly unique among his family and peers, his experiences and reactions to the desire to belong amid both both bullying and kindness were something almost all of us can relate to. I also loved getting the different characters' perspectives. The ways in which most of the characters make assumptions about each other (often incorrect), display their weaknesses as they try to navigate their relationships and understanding of their experience, and allow their strength to develop and come out were all really wonderful, and made the story real, tangible, and incredibly human. I really can't praise this story enough. It was a joy to read. I hope everyone can come away from it with a determination to ""act a little kinder than is necessary.""","Mon Feb 17 07:49:24 -0800 2014","Tue Jul 08 09:55:57 -0700 2014","Thu Jun 19 00:00:00 -0700 2014","",0,0,""
"22235","68b53fcd5bb2f37a3eba7817b6e43cd7",11387515,"3fb570fb27f1ddfbc24ccc049031b1b5",5,"Loved it!","Tue Jul 31 21:19:30 -0700 2012","Sat Oct 20 11:37:44 -0700 2012","","",0,0,""
"22610","ba56dbc58614b17b56b09aca1f4aff2e",11387515,"7ddfa81b779c55aa217127b300464283",5,"Wonderful! Wonderful! Wonderful! 
 Middle school can be tough, especially is you don't look like the other kids. 
 This little dude suffers from a very rare combination of Genetic Disorders that makes him- special- in every sense of the word. Homeschooled for the first few years of school due to his surgery schedules, August is attending a real middle school- school for the first time in his life. 
 From changing friendships, bullying, to finding yourself, losing other things, and everything in between- A must read for any middle school kid! Highest recommendation! Thoroughly enjoyable and rings totally true.","Tue Oct 09 11:28:07 -0700 2012","Tue Mar 22 06:55:09 -0700 2016","Tue Mar 22 06:55:09 -0700 2016","Mon Mar 14 00:00:00 -0700 2016",0,0,""
