"","user_id","book_id","review_id","rating","review_text","date_added","date_updated","read_at","started_at","n_votes","n_comments","has_spoiler"
"22309","fa58a44c1032c91995d51edca82bbf21",29780253,"1b169aecb301cffcf161a430f8c3f4ca",5,"Funny and sad. Amusing and frightening. 
 Growing up in South Africa during Apartheid, Trevor Noah gives a first-hand experience of the struggles of everyday life. Some stories are funny, others will make you cry.","Mon Jun 12 09:49:21 -0700 2017","Tue Jun 20 05:56:27 -0700 2017","Tue Jun 20 10:40:29 -0700 2017","Mon Jun 12 09:49:21 -0700 2017",1,0,""
"26465","11816c7930474c02c835dda0179305c5",29780253,"1d92eb8b2ec65b30359ff764132a6f96",4,"Repetitive at times but otherwise a great read!","Fri Jan 06 20:02:57 -0800 2017","Sat Jan 07 06:33:21 -0800 2017","Sat Jan 07 06:33:21 -0800 2017","Fri Jan 06 00:00:00 -0800 2017",0,0,""
"28307","335a0e12ed4ca2539baf96dce55148b9",29780253,"754043eebfc907d38a15ca227a484e16",5,"Highly recommended. Get the audio version - it makes all the difference.","Tue Dec 20 08:02:45 -0800 2016","Tue Dec 20 08:03:49 -0800 2016","Tue Dec 20 08:03:49 -0800 2016","Tue Dec 20 00:00:00 -0800 2016",0,0,"False"
"28968","99c5e59535f8d9d9697f97f864f12cf5",29780253,"db60170e2a91017b78ba35c55eb9835c",5,"I have to admit, I wasn't expecting too much when I saw that Audible was giving away this book for free. I honestly have not seen The Daily Show since Trevor Noah took over, and I'm pretty unfamiliar with him. That being said, it only took the first chapter of Born a Crime for me to be hooked. 
 Trevor Noah is an incredibly gifted storyteller, and his recollections of his childhood are vivid and amusing. I thoroughly enjoyed listening to this book, and would highly recommend it.","Sat Jan 07 13:30:48 -0800 2017","Fri Jan 20 13:56:17 -0800 2017","Fri Jan 20 00:00:00 -0800 2017","Mon Jan 16 00:00:00 -0800 2017",0,0,"False"
"29016","d5c49938db396a23b6336e7eaf5eb152",29780253,"399d972f6b6e916a9ea7406e591a7c96",5,"Seriously wonderful. I can't remember the last time I read/listened to a book that made me cry both tears of laughter and sadness. Trevor's gift for storytelling, cheerful humor, and frank observations about race and life during apartheid make for a truly remarkable book. Don't pass this up as just another comedian's witty memoir; the depth here is stunning.","Thu Mar 30 18:29:56 -0700 2017","Thu Apr 27 14:49:17 -0700 2017","Thu Apr 20 07:07:34 -0700 2017","Thu Mar 30 18:29:57 -0700 2017",0,0,""
"29129","5ea424aa9a17ded34abc3af33d4b2b21",29780253,"5fa61589d978f1a77699b35ec29679a8",5,"Amazing autobiography. I listened to the audiobook and Trevor Noah is a truly incredible storyteller.","Thu Feb 09 11:18:51 -0800 2017","Thu Feb 09 11:20:24 -0800 2017","Fri Feb 03 00:00:00 -0800 2017","Tue Jan 31 00:00:00 -0800 2017",1,0,""
"30579","e636ea15872817d89c4a51025534e972",29780253,"65347a414e2abb2e466a7c94ea421580",5,"This book was truly terrific! Part of me wished I had listened to the audiobook which I believe Trevor Noah narrates, but the book was a super-quick, engaging read that brings to life a post-apartheid world. Growing up during the time of apartheid, I had some vague awareness what it was but Noah does a masterful job describing just how oppressive the regime was while still introducing humor, perspective and admiration for what he and his family endured. His mother was a major influence in his life and you cannot help but to respect and empathize with this incredibly strong and resilient woman whose love for her children was undeniable. I internalized much about relationships, race, language and poverty and look forward to watching more Daily Show after this which will be all the more poignant because of the additional context I have now about Trevor Noah's life.","Fri Oct 20 16:48:32 -0700 2017","Fri Oct 20 16:53:47 -0700 2017","","",1,0,""
"31600","f0e544d72eab3f3f72e86f652d76bedb",29780253,"c6d2250aba7090df453063f76d799ce8",4,"Outstanding memoir! Its organization was a little all over the place for me at times (it wasn't chronological, and in that respect, it could at times be hard to follow), but this is a small complaint when compared with the feat that Trevor Noah has accomplished!","Sat Jul 15 18:11:14 -0700 2017","Tue Oct 03 13:00:46 -0700 2017","Tue Oct 03 13:00:46 -0700 2017","Sat Jul 15 18:11:15 -0700 2017",0,0,""
"31728","683a6eae39fe016a42b38cfac760c3d7",29780253,"1b21006ac1aaeb770e8f143b9cc67cd1",3,"I very much enjoyed this book - I listened to the (self-narrated) audiobook which was very enjoyable, sometimes disturbing, often amusing. I would recommend this book to anyone who wants to understand more about life in apartheid and post-apartheid South Africa. 
 I only rated it three stars because I'm not comfortable with some of the timeline and authenticity of this book. I was astonished to learn, after reading, that Trevor Noah's mother converted to Judaism when he was a child. He had a Bar Mitzvah that was ill-attended. Was he unable to reconcile this part of his mother's life with the rest of his story? I want to know whether she was, indeed, still calling on the name of Jesus by the time he was 19 (at the end of the book). 
 South African reviewers question whether he was really hidden away until the age of six; when anti-mixing laws were overturned when he was two years old. I can accept his version of these facts, because this was the impression he had when he was a child. I still recommend this book, with the understanding that his reality may not have been the average reality of a mixed-race child in South Africa during that time period.","Fri Mar 24 11:07:42 -0700 2017","Fri Mar 24 11:17:24 -0700 2017","","",0,0,""
"32973","02e09502f67fffe4a1bccb93a318d6d0",29780253,"516b9ed916f4f97915e82d86e8957070",5,"I really enjoyed reading about Trevor's life. His insight in the life of South Africa are very eye opening and his explanations make you want to learn more. It just makes sense. He has had an amazing life. No wonder his perspective on life is so sharp. I would definitely recommend this book!","Wed Nov 30 19:58:24 -0800 2016","Wed Nov 30 20:00:44 -0800 2016","Mon Nov 28 00:00:00 -0800 2016","",0,0,""
"33620","cf68e8103e3a66b8b70d0602f8629be1",29780253,"98efc20d191c9985f14cb42e1eba7b7c",4,"Audible. Read by the author. 
 Full disclosure: I really like was Noah's been doing with The Daily Show. This memoir offers a means of illuminating his occasional detached perspective on American politics (that I assume bothers some viewers. I like it. I don't necessarily need older men yelling at me through a screen to understand what's ludicrous about a situation.)","Fri Nov 18 07:36:21 -0800 2016","Fri Nov 18 07:46:15 -0800 2016","Tue Nov 15 00:00:00 -0800 2016","",2,0,""
"33684","82806811a06d3f90defce2254845533d",29780253,"ed868c1b31f0848cbfa3328a94fb698a",5,"The audiobook, narrated by Trevor Noah himself, felt like sitting next to a friend with a drink in hand, enraptured, unable to peel yourself away, listening to him talk into the early hours of the morning.","Fri Jan 27 13:20:52 -0800 2017","Tue Feb 07 11:18:35 -0800 2017","Tue Feb 07 11:18:35 -0800 2017","Fri Jan 27 00:00:00 -0800 2017",0,0,""
"35061","f26f362adc728e209da2018a85d6dbf6",29780253,"cf550ce80abcafa42e5651a594cde3e1",4,"Inspirational, smart, wonderfully honest and thought-provoking... 
 It's also funny but that's the least of its qualities.... 
 How this young man built his worldview through transformative live lessons from a complicated childhood...","Sat Jul 01 04:56:50 -0700 2017","Sat Jul 01 04:59:02 -0700 2017","Sun Jan 01 00:00:00 -0800 2017","Sun Jan 01 00:00:00 -0800 2017",0,0,""
"35336","125b8b68105ce4c763288ac4d88669ba",29780253,"2476d4ba5f7bf082f890aaa0de80d5a0",5,"Excellent. Loved it. Fascinating story of his early life and his relationship with his mother. Would recommend.","Tue Mar 07 09:25:43 -0800 2017","Wed Mar 08 13:35:31 -0800 2017","Wed Mar 08 13:35:31 -0800 2017","Tue Mar 07 09:25:43 -0800 2017",1,0,""
"35674","b1437eeed26610697d618ead44114b73",29780253,"9cd76d3509aba414d009f878e23521d9",5,"You see Trevor Noah and you see a man who's funny, successful, suave and brilliant. Until you read this memoir, you don't know much about the life he's lived--one filled with issues and conflicts of class, race, politics, language, power and gender. This is a must read book, not just because it's funny but because it'll teach you about empathy, tolerance, and negotiating his particular life, schools, childhood and youth in South Africa.","Wed Dec 28 16:25:59 -0800 2016","Wed Dec 28 16:30:41 -0800 2016","","",0,0,""
"38160","bd9eac0385fa714845f5b883d7321db8",29780253,"bece3e91e21978659f604d1df33582ac",4,"Enjoyed this a lot. Listened to this - the only way to do it, with Trevor Noah reading in the multiple languages he speaks. He captures the voices of his family and friends in such interesting ways. It's quite a story. The timeline jumps around a lot which was a bit confusing and his sometimes flippant tone was in stark contrast to the content which was funny at times and unnerving at others.","Sun Jan 08 18:47:02 -0800 2017","Sun Jan 08 18:49:25 -0800 2017","Sat Jan 07 00:00:00 -0800 2017","",1,1,""
"38307","8ce5d2b5a07183d17edf2ff2b06945e5",29780253,"b69521e570816d32e59af7c2f8047c49",5,"""But the real world doesn't go away. Racism exists. People are getting hurt. And just because it's not happening to you, doesn't mean it's not happening. And at some point you have to choose; black or white, pick a side. You can try to hide from it. You can say, oh I don't take sides, but at some point, life will force you to pick a side."" 
 -- Trevor Noah, Born a Crime 
 Just finished listening to Trevor Noah's book ""born a crime"" which is narrated by Trevor Noah and well, it is a damn good book. Trevor has a masterful way of using humor to make strong and powerful statements about the way he and others view race and identity. Through his humor and careful selection of poignant moments in his life, Trevor is able to give us insight into the world of a boy trying to find his way in a world where he was born a crime. This is the first audiobook I have listened completely and while I find his stories relatable and clever; the intimacy of hearing these words spoken from his own voice was what made this experience more powerful.This book made me laugh, made me think and also made me cry. Everyone should give it a chance.","Tue Dec 06 14:19:50 -0800 2016","Sat Jan 14 17:10:09 -0800 2017","Tue Dec 06 00:00:00 -0800 2016","Wed Nov 30 00:00:00 -0800 2016",2,0,""
"38517","3a009c2442ae08de552ce99c26f2cedc",29780253,"ebc292cf23320c6ab54e3213a39a20cd",5,"Terrific! So glad I listened to this. Who better to tell the funny and heartbreaking stories of Trevor Noah's life than Trevor Noah? So much to laugh about in this and so much raw truth about racism and violence. Interesting to read about life in South Africa, not a subject that I know much about. 
 I especially loved the insights about language in this book (go figure) and I have been talking to everyone about this...a true sign of a great book.","Tue Jan 10 05:43:58 -0800 2017","Tue Feb 14 13:51:14 -0800 2017","Tue Feb 14 13:51:15 -0800 2017","Wed Jan 11 20:32:01 -0800 2017",1,0,""
"42224","53ff116554fbdd3bc4dc6d44b618bccf",29780253,"03ed503570e9d029522ded232dbb26a1",5,"Funny, shocking, and heartbreaking stories from a uniquely biracial South African perspective. Interesting and entertaining read.","Sun Feb 19 09:19:58 -0800 2017","Sat Apr 15 01:48:18 -0700 2017","Sun Mar 05 11:58:27 -0800 2017","Sun Feb 19 09:19:59 -0800 2017",1,0,""
"45206","a84634bbc87c68eb37cf838adadaf741",29780253,"5c0a623b657b73d912e3c651e9d25231",0,"It is a great book.","Sun Sep 03 10:26:49 -0700 2017","Sat Oct 07 06:41:58 -0700 2017","Sun Sep 24 00:00:00 -0700 2017","Sun Aug 13 00:00:00 -0700 2017",0,0,""
"45591","299d7b96284b4e52ba327872f3973dbd",29780253,"ccd045c004566c82660f769c11c104b0",5,"Warning: there's some very troubling domestic violence in this memoir. 
 Trevor Noah has taken his unique experience of growing up a mixed-race kid in South Africa during and after Apartheid and relayed it with the surprising mix of good humor and cynical insight that seems to be his style. So interesting, so touching. Definitely worth reading.","Wed Jan 18 20:13:46 -0800 2017","Sun May 28 14:00:02 -0700 2017","Sun May 28 14:00:02 -0700 2017","Wed May 24 00:00:00 -0700 2017",0,0,""
"47835","09d29dcb8abfaeeb804014db30d77e71",29780253,"a248d8d78cd67373a957b8519335da63",5,"So entertaining yet so insightful and thought provoking. I look forward to hopefully more from him!","Sun Apr 09 19:41:43 -0700 2017","Sun Apr 09 19:44:08 -0700 2017","Tue Apr 04 00:00:00 -0700 2017","Sat Mar 25 00:00:00 -0700 2017",0,0,""
"48504","8426fd9ec378fb3d6c4bb545045252c6",29780253,"0582aa8045c99385f53b018617aa313f",5,"Really this provides a perspective so rare in American culture. It's intelligent and beautifully insightful on poverty, oppression, and racism.","Mon Feb 27 17:42:31 -0800 2017","Mon May 22 10:47:39 -0700 2017","Tue Apr 25 15:00:28 -0700 2017","Mon Feb 27 00:00:00 -0800 2017",0,0,""
"50591","2b4e3e98626202917c218b265c0f0815",29780253,"e0decd461d08c1f6c31d9ab999eea676",5,"This was awesometastic 
 If you want to laugh, read this book 
 If you want to cry, read this book 
 If you want to know more about life in South Africa, read this book 
 If you want to read about a real-life heroine, read this book!!!","Sun Dec 25 11:00:31 -0800 2016","Fri Jan 06 07:28:45 -0800 2017","Mon Jan 02 00:00:00 -0800 2017","Sat Dec 31 00:00:00 -0800 2016",4,0,"False"
"52067","d5761e00d15f81a46921ae96e517510f",29780253,"e2eed17b62f4d18bf9d37b890ca6c26a",3,"I had the wrong expectations going in, expecting more humour from the well-known comedian. The value of the book surpasses that though, by far. It is an earnest revelation of the day-to-day realities of Trevor Noah's childhood, which is clearly something that will be familiar to many South African readers. It was helpful for me as a pale male to get that insight of a life I didn't live. 
 There is great great sadness in this book, and the praised love of the author's mother is a shining light in the midst of it. 
 It's worth the read.","Wed Jan 04 02:56:49 -0800 2017","Tue Jun 06 05:02:16 -0700 2017","Tue Apr 18 12:31:34 -0700 2017","Sun Apr 02 00:00:00 -0700 2017",0,0,""
"52163","34ed5762c3a0bccba3553da314883f6d",29780253,"6687c4395daf0ea49ecfb55befe84588",5,"I thoroughly enjoyed this memoir having little knowledge of Trevor Noah. He is a fantastic storyteller.","Thu Nov 17 15:15:29 -0800 2016","Sun Oct 01 12:24:39 -0700 2017","Sat Mar 04 00:00:00 -0800 2017","Thu Mar 02 00:00:00 -0800 2017",2,0,""
"54788","0150e283198c0dd64c35d3962486e047",29780253,"a885493200e3276f360f395742292626",5,"Gives so much dimension to Noah's view on life. He comes at what we would describe as a challenging, sometimes scary childhood with humour and a direct stare. He is both guileless and cynical; entrepreneurial and incredibly awkward. 
 He should write more.","Fri Mar 17 15:36:16 -0700 2017","Fri Mar 17 15:39:13 -0700 2017","Thu Dec 01 00:00:00 -0800 2016","",1,0,""
"54988","00b05fbae777bb4325cffc46313e2179",29780253,"cdf28385e7ee3f4b9d0795c9e9f8185d",5,"I listened to this one, and it was wonderfully read by the author. This is an honest look at Trevor Noah's youth in post apartheid South Africa, and a love letter to his mother. At times he had me laughing, at times crying, at times so angry I cried. I highly recommend this.","Wed Feb 08 14:19:25 -0800 2017","Wed Feb 08 14:29:15 -0800 2017","Wed Feb 08 14:29:16 -0800 2017","Mon Feb 06 00:00:00 -0800 2017",0,0,""
"56508","8cbb49a4c02fadd890b21298df499e60",29780253,"1229d7f46520aac3e984eed4614ecfbc",5,"I truly enjoyed this entire read. It was a funny and touching series of stories that had me laughing and smiling and even tearing up. I really enjoy seeing Trevor Noah on the Daily Show as host and this book just cements that respect I have for him.","Thu Dec 15 02:35:54 -0800 2016","Fri Dec 16 12:03:33 -0800 2016","Thu Dec 15 00:00:00 -0800 2016","",0,0,""
"60790","b768bfc2a9e3e31d2fc6375e59c99f4a",29780253,"22bb0f42b4bd900070123c78134b1e1d",5,"This is one of the best books I've read in years. I did the audio and Noah reads it himself and is spectacular doing his mother's voice. 
 This is not a book about humor and fame and glitz. This is an honest, gritty story about how Noah grew up in apartheid South Africa and the aftermath. There are humorous anecdotes, but the story in its honesty settles down with a emotional tale of growing up in violence and poverty. 
 By the end of the book, Noah hasn't even touched on his life as a comedian and I look forward to his next book explaining how he developed that part of his life.","Wed Mar 01 09:22:51 -0800 2017","Wed Mar 01 12:02:11 -0800 2017","","",0,0,""
